# Solver information
# Time        	U_solver      	Ux_initial    	Ux_final      	Ux_iters      	Uy_initial    	Uy_final      	Uy_iters      	U_converged   	k_solver      	k_initial     	k_final       	k_iters       	k_converged   	p_solver      	p_initial     	p_final       	p_iters       	p_converged   	omega_solver  	omega_initial 	omega_final   	omega_iters   	omega_converged
1498          	smoothSolver	1.283090e-05	1.015460e-06	2	3.064680e-05	2.468550e-06	2	false	smoothSolver	4.529520e-05	5.491910e-07	2	true	GAMG	2.814790e-04	2.197510e-06	6	true	smoothSolver	4.643710e-06	3.467840e-07	1	true
1499          	smoothSolver	1.276820e-05	1.013140e-06	2	3.097040e-05	2.480240e-06	2	false	smoothSolver	4.515280e-05	5.474440e-07	2	true	GAMG	3.948480e-04	1.899860e-06	6	true	smoothSolver	4.605080e-06	3.470150e-07	1	true
1500          	smoothSolver	1.322600e-05	1.018060e-06	2	3.268400e-05	2.499040e-06	2	false	smoothSolver	4.561260e-05	5.459540e-07	2	true	GAMG	5.020490e-04	4.329590e-06	6	true	smoothSolver	6.353400e-06	3.678980e-07	1	true
1501          	smoothSolver	1.309760e-05	1.007270e-06	2	3.154320e-05	2.463790e-06	2	false	smoothSolver	4.496900e-05	5.438990e-07	2	true	GAMG	2.516130e-04	1.464930e-06	6	true	smoothSolver	4.719240e-06	3.459470e-07	1	true
1502          	smoothSolver	1.272570e-05	1.004940e-06	2	3.088650e-05	2.458270e-06	2	false	smoothSolver	4.473850e-05	5.420330e-07	2	true	GAMG	1.557230e-04	1.297410e-06	7	true	smoothSolver	4.550040e-06	3.383370e-07	1	true
1503          	smoothSolver	1.267950e-05	1.002970e-06	2	3.048890e-05	2.457600e-06	2	false	smoothSolver	4.457360e-05	5.401940e-07	2	true	GAMG	2.808490e-04	2.420480e-06	6	true	smoothSolver	4.526870e-06	3.351560e-07	1	true
1504          	smoothSolver	1.261770e-05	1.000700e-06	2	3.080940e-05	2.468710e-06	2	false	smoothSolver	4.442980e-05	5.384290e-07	2	true	GAMG	3.941820e-04	1.881820e-06	6	true	smoothSolver	4.489610e-06	3.355170e-07	1	true
1505          	smoothSolver	1.307670e-05	1.005720e-06	2	3.251820e-05	2.486820e-06	2	false	smoothSolver	4.488770e-05	5.369250e-07	2	true	GAMG	5.014030e-04	4.402030e-06	6	true	smoothSolver	6.238720e-06	3.565210e-07	1	true
1506          	smoothSolver	1.294960e-05	9.949920e-07	2	3.137290e-05	2.450840e-06	2	false	smoothSolver	4.424320e-05	5.348480e-07	2	true	GAMG	2.510260e-04	1.446780e-06	6	true	smoothSolver	4.606140e-06	3.346940e-07	1	true
1507          	smoothSolver	1.257860e-05	9.927290e-07	2	3.070940e-05	2.444510e-06	2	false	smoothSolver	4.401160e-05	5.329710e-07	2	true	GAMG	1.551170e-04	1.184000e-06	7	true	smoothSolver	4.438140e-06	3.272070e-07	1	true
1508          	smoothSolver	1.253340e-05	9.908320e-07	2	3.030220e-05	2.443030e-06	2	false	smoothSolver	4.384570e-05	5.311220e-07	2	true	GAMG	2.801950e-04	2.596540e-06	6	true	smoothSolver	4.415900e-06	3.241430e-07	1	true
1509          	smoothSolver	1.247240e-05	9.886170e-07	2	3.061050e-05	2.453110e-06	2	false	smoothSolver	4.370070e-05	5.293460e-07	2	true	GAMG	3.934910e-04	1.871860e-06	6	true	smoothSolver	4.379920e-06	3.246260e-07	1	true
1510          	smoothSolver	1.293220e-05	9.936820e-07	2	3.231060e-05	2.470360e-06	2	false	smoothSolver	4.415660e-05	5.278260e-07	2	true	GAMG	5.006940e-04	4.428530e-06	6	true	smoothSolver	6.129550e-06	3.457410e-07	1	true
1511          	smoothSolver	1.280570e-05	9.829960e-07	2	3.115460e-05	2.433400e-06	2	false	smoothSolver	4.351080e-05	5.257290e-07	2	true	GAMG	2.503740e-04	1.431370e-06	6	true	smoothSolver	4.498500e-06	3.240380e-07	1	true
1512          	smoothSolver	1.243550e-05	9.807770e-07	2	3.047950e-05	2.426090e-06	2	false	smoothSolver	4.327840e-05	5.238360e-07	2	true	GAMG	1.544790e-04	1.053210e-06	7	true	smoothSolver	4.331790e-06	3.166680e-07	1	true
1513          	smoothSolver	1.239090e-05	9.789040e-07	2	3.005810e-05	2.423400e-06	2	false	smoothSolver	4.311170e-05	5.219780e-07	2	true	GAMG	2.795210e-04	2.727070e-06	6	true	smoothSolver	4.310370e-06	3.137200e-07	1	true
1514          	smoothSolver	1.233040e-05	9.767300e-07	2	3.035300e-05	2.432350e-06	2	false	smoothSolver	4.296520e-05	5.201900e-07	2	true	GAMG	3.928190e-04	1.864810e-06	6	true	smoothSolver	4.275660e-06	3.143200e-07	1	true
1515          	smoothSolver	1.279070e-05	9.818230e-07	2	3.204180e-05	2.448700e-06	2	false	smoothSolver	4.341990e-05	5.186590e-07	2	true	GAMG	4.999850e-04	4.497470e-06	6	true	smoothSolver	6.025760e-06	3.355370e-07	1	true
1516          	smoothSolver	1.266470e-05	9.711530e-07	2	3.087180e-05	2.410680e-06	2	false	smoothSolver	4.277230e-05	5.165440e-07	2	true	GAMG	2.497080e-04	1.413910e-06	6	true	smoothSolver	4.396180e-06	3.139510e-07	1	true
1517          	smoothSolver	1.229490e-05	9.689540e-07	2	3.018520e-05	2.402410e-06	2	false	smoothSolver	4.253890e-05	5.146300e-07	2	true	GAMG	1.538360e-04	9.871070e-07	7	true	smoothSolver	4.230700e-06	3.066990e-07	1	true
1518          	smoothSolver	1.225050e-05	9.670970e-07	2	2.975200e-05	2.398680e-06	2	false	smoothSolver	4.237120e-05	5.127650e-07	2	true	GAMG	2.788440e-04	2.778880e-06	6	true	smoothSolver	4.210240e-06	3.038650e-07	1	true
1519          	smoothSolver	1.219040e-05	9.649360e-07	2	3.003470e-05	2.406630e-06	2	false	smoothSolver	4.222390e-05	5.109680e-07	2	true	GAMG	3.920930e-04	1.877650e-06	6	true	smoothSolver	4.176550e-06	3.045770e-07	1	true
1520          	smoothSolver	1.265090e-05	9.700400e-07	2	3.171220e-05	2.422120e-06	2	false	smoothSolver	4.267740e-05	5.094240e-07	2	true	GAMG	4.992310e-04	4.529090e-06	6	true	smoothSolver	5.927240e-06	3.258950e-07	1	true
1521          	smoothSolver	1.252510e-05	9.593760e-07	2	3.053070e-05	2.383190e-06	2	false	smoothSolver	4.202800e-05	5.072960e-07	2	true	GAMG	2.489960e-04	1.396050e-06	6	true	smoothSolver	4.299070e-06	3.044230e-07	1	true
1522          	smoothSolver	1.215540e-05	9.571670e-07	2	2.983310e-05	2.374050e-06	2	false	smoothSolver	4.179360e-05	5.053660e-07	2	true	GAMG	1.531370e-04	9.827630e-07	7	true	smoothSolver	4.134640e-06	2.972800e-07	1	true
1523          	smoothSolver	1.211090e-05	9.553050e-07	2	2.938850e-05	2.369410e-06	2	false	smoothSolver	4.162480e-05	5.034880e-07	2	true	GAMG	2.781070e-04	1.284700e-06	7	true	smoothSolver	4.115670e-06	2.945580e-07	1	true
1524          	smoothSolver	1.205070e-05	9.531390e-07	2	2.966530e-05	2.377000e-06	2	false	smoothSolver	4.147710e-05	5.016850e-07	2	true	GAMG	3.912350e-04	1.922590e-06	6	true	smoothSolver	4.082360e-06	2.953730e-07	1	true
1525          	smoothSolver	1.251140e-05	9.582410e-07	2	3.132790e-05	2.391290e-06	2	false	smoothSolver	4.192930e-05	5.001320e-07	2	true	GAMG	4.983650e-04	4.587260e-06	6	true	smoothSolver	5.833510e-06	3.167860e-07	1	true
1526          	smoothSolver	1.238550e-05	9.475660e-07	2	3.013360e-05	2.351260e-06	2	false	smoothSolver	4.127890e-05	4.979980e-07	2	true	GAMG	2.482490e-04	1.377140e-06	6	true	smoothSolver	4.206690e-06	2.954220e-07	1	true
1527          	smoothSolver	1.201600e-05	9.453540e-07	2	2.942370e-05	2.341150e-06	2	false	smoothSolver	4.104300e-05	4.960510e-07	2	true	GAMG	1.524030e-04	9.638680e-07	7	true	smoothSolver	4.043330e-06	2.883820e-07	1	true
1528          	smoothSolver	1.197140e-05	9.434710e-07	2	2.896370e-05	2.335340e-06	2	false	smoothSolver	4.087360e-05	4.941590e-07	2	true	GAMG	2.773400e-04	1.296280e-06	7	true	smoothSolver	4.025310e-06	2.857590e-07	1	true
1529          	smoothSolver	1.191110e-05	9.412840e-07	2	2.922880e-05	2.342000e-06	2	false	smoothSolver	4.072520e-05	4.923560e-07	2	true	GAMG	3.904310e-04	1.940980e-06	6	true	smoothSolver	3.992980e-06	2.866730e-07	1	true
1530          	smoothSolver	1.237160e-05	9.463680e-07	2	3.088320e-05	2.355730e-06	2	false	smoothSolver	4.117680e-05	4.907980e-07	2	true	GAMG	4.975190e-04	4.556150e-06	6	true	smoothSolver	5.744540e-06	3.081680e-07	1	true
1531          	smoothSolver	1.224540e-05	9.356690e-07	2	2.968350e-05	2.315280e-06	2	false	smoothSolver	4.052560e-05	4.886590e-07	2	true	GAMG	2.474000e-04	1.356480e-06	6	true	smoothSolver	4.119000e-06	2.869010e-07	1	true
1532          	smoothSolver	1.187560e-05	9.334240e-07	2	2.896670e-05	2.304600e-06	2	false	smoothSolver	4.028850e-05	4.867060e-07	2	true	GAMG	1.516210e-04	9.506690e-07	7	true	smoothSolver	3.956610e-06	2.799550e-07	1	true
1533          	smoothSolver	1.183080e-05	9.315120e-07	2	2.849770e-05	2.298090e-06	2	false	smoothSolver	4.011860e-05	4.848030e-07	2	true	GAMG	2.765160e-04	1.287000e-06	7	true	smoothSolver	3.939670e-06	2.774240e-07	1	true
1534          	smoothSolver	1.177040e-05	9.293030e-07	2	2.875640e-05	2.304250e-06	2	false	smoothSolver	3.996960e-05	4.829970e-07	2	true	GAMG	3.895420e-04	1.940900e-06	6	true	smoothSolver	3.908310e-06	2.784280e-07	1	true
1535          	smoothSolver	1.223060e-05	9.343690e-07	2	3.040280e-05	2.317400e-06	2	false	smoothSolver	4.042130e-05	4.814410e-07	2	true	GAMG	4.966230e-04	4.516970e-06	6	true	smoothSolver	5.660170e-06	2.999940e-07	1	true
1536          	smoothSolver	1.210390e-05	9.236330e-07	2	2.919190e-05	2.276150e-06	2	false	smoothSolver	3.976940e-05	4.793000e-07	2	true	GAMG	2.465600e-04	1.336440e-06	6	true	smoothSolver	4.035930e-06	2.788200e-07	1	true
1537          	smoothSolver	1.173390e-05	9.213610e-07	2	2.846760e-05	2.264880e-06	2	false	smoothSolver	3.953190e-05	4.773510e-07	2	true	GAMG	1.508220e-04	9.241660e-07	7	true	smoothSolver	3.874430e-06	2.719610e-07	1	true
1538          	smoothSolver	1.168880e-05	9.194270e-07	2	2.799020e-05	2.257710e-06	2	false	smoothSolver	3.936130e-05	4.754430e-07	2	true	GAMG	2.756640e-04	2.742950e-06	6	true	smoothSolver	3.857700e-06	2.695090e-07	1	true
1539          	smoothSolver	1.162820e-05	9.172060e-07	2	2.823770e-05	2.262920e-06	2	false	smoothSolver	3.921220e-05	4.736350e-07	2	true	GAMG	3.887730e-04	1.919960e-06	6	true	smoothSolver	3.827720e-06	2.705960e-07	1	true
1540          	smoothSolver	1.208790e-05	9.222410e-07	2	2.988180e-05	2.275920e-06	2	false	smoothSolver	3.966400e-05	4.720880e-07	2	true	GAMG	4.957780e-04	4.427650e-06	6	true	smoothSolver	5.579680e-06	2.922360e-07	1	true
1541          	smoothSolver	1.196070e-05	9.114610e-07	2	2.866660e-05	2.234440e-06	2	false	smoothSolver	3.901230e-05	4.699520e-07	2	true	GAMG	2.457170e-04	1.316020e-06	6	true	smoothSolver	3.956590e-06	2.711470e-07	1	true
1542          	smoothSolver	1.159030e-05	9.091480e-07	2	2.793980e-05	2.222950e-06	2	false	smoothSolver	3.877480e-05	4.680120e-07	2	true	GAMG	1.500240e-04	9.132060e-07	7	true	smoothSolver	3.795900e-06	2.643650e-07	1	true
1543          	smoothSolver	1.154480e-05	9.071860e-07	2	2.746020e-05	2.215500e-06	2	false	smoothSolver	3.860390e-05	4.661090e-07	2	true	GAMG	2.748040e-04	2.650810e-06	6	true	smoothSolver	3.780000e-06	2.619890e-07	1	true
1544          	smoothSolver	1.148380e-05	9.049410e-07	2	2.770360e-05	2.220400e-06	2	false	smoothSolver	3.845520e-05	4.643040e-07	2	true	GAMG	3.878340e-04	1.901790e-06	6	true	smoothSolver	3.750760e-06	2.631500e-07	1	true
1545          	smoothSolver	1.194320e-05	9.099500e-07	2	2.933900e-05	2.232780e-06	2	false	smoothSolver	3.890760e-05	4.627720e-07	2	true	GAMG	4.947940e-04	4.383010e-06	6	true	smoothSolver	5.503200e-06	2.848620e-07	1	true
1546          	smoothSolver	1.181570e-05	8.991380e-07	2	2.811860e-05	2.190870e-06	2	false	smoothSolver	3.825680e-05	4.606530e-07	2	true	GAMG	2.449400e-04	1.295150e-06	6	true	smoothSolver	3.881270e-06	2.638450e-07	1	true
1547          	smoothSolver	1.144480e-05	8.967840e-07	2	2.738640e-05	2.178970e-06	2	false	smoothSolver	3.801960e-05	4.587270e-07	2	true	GAMG	1.492740e-04	8.815590e-07	7	true	smoothSolver	3.721380e-06	2.571330e-07	1	true
1548          	smoothSolver	1.139890e-05	8.947930e-07	2	2.690070e-05	2.171020e-06	2	false	smoothSolver	3.784950e-05	4.568420e-07	2	true	GAMG	2.740520e-04	2.604150e-06	6	true	smoothSolver	3.706300e-06	2.548320e-07	1	true
1549          	smoothSolver	1.133760e-05	8.925180e-07	2	2.713630e-05	2.175280e-06	2	false	smoothSolver	3.770130e-05	4.550490e-07	2	true	GAMG	3.869970e-04	1.907560e-06	6	true	smoothSolver	3.677730e-06	2.560660e-07	1	true
1550          	smoothSolver	1.179660e-05	8.974970e-07	2	2.876640e-05	2.187370e-06	2	false	smoothSolver	3.815470e-05	4.535350e-07	2	true	GAMG	4.939640e-04	4.335030e-06	6	true	smoothSolver	5.430700e-06	2.778610e-07	1	true
1551          	smoothSolver	1.166870e-05	8.866620e-07	2	2.755170e-05	2.145650e-06	2	false	smoothSolver	3.750550e-05	4.514420e-07	2	true	GAMG	2.441970e-04	1.273240e-06	6	true	smoothSolver	3.809580e-06	2.569160e-07	1	true
1552          	smoothSolver	1.129740e-05	8.842670e-07	2	2.681800e-05	2.133640e-06	2	false	smoothSolver	3.726990e-05	4.495390e-07	2	true	GAMG	1.485440e-04	8.632820e-07	7	true	smoothSolver	3.650120e-06	2.502740e-07	1	true
1553          	smoothSolver	1.125090e-05	8.822460e-07	2	2.632520e-05	2.125280e-06	2	false	smoothSolver	3.710100e-05	4.476820e-07	2	true	GAMG	2.732840e-04	2.555520e-06	6	true	smoothSolver	3.635740e-06	2.480510e-07	1	true
1554          	smoothSolver	1.118920e-05	8.799380e-07	2	2.655480e-05	2.129150e-06	2	false	smoothSolver	3.695390e-05	4.459130e-07	2	true	GAMG	3.861780e-04	1.916070e-06	6	true	smoothSolver	3.607730e-06	2.493560e-07	1	true
1555          	smoothSolver	1.164770e-05	8.848950e-07	2	2.818150e-05	2.141040e-06	2	false	smoothSolver	3.740930e-05	4.444230e-07	2	true	GAMG	4.931180e-04	4.284220e-06	6	true	smoothSolver	5.360940e-06	2.712080e-07	1	true
1556          	smoothSolver	1.151940e-05	8.740310e-07	2	2.696800e-05	2.099230e-06	2	false	smoothSolver	3.676210e-05	4.423650e-07	2	true	GAMG	2.434040e-04	1.249630e-06	6	true	smoothSolver	3.740730e-06	2.503280e-07	1	true
1557          	smoothSolver	1.114760e-05	8.716100e-07	2	2.623260e-05	2.087060e-06	2	false	smoothSolver	3.652880e-05	4.404970e-07	2	true	GAMG	1.477830e-04	8.395290e-07	7	true	smoothSolver	3.581910e-06	2.437480e-07	1	true
1558          	smoothSolver	1.110070e-05	8.695680e-07	2	2.573170e-05	2.078220e-06	2	false	smoothSolver	3.636200e-05	4.386780e-07	2	true	GAMG	2.724620e-04	2.500870e-06	6	true	smoothSolver	3.568180e-06	2.415860e-07	1	true
1559          	smoothSolver	1.103860e-05	8.672350e-07	2	2.596100e-05	2.082100e-06	2	false	smoothSolver	3.621730e-05	4.369470e-07	2	true	GAMG	3.853450e-04	1.928230e-06	6	true	smoothSolver	3.540800e-06	2.429480e-07	1	true
1560          	smoothSolver	1.149690e-05	8.721750e-07	2	2.758670e-05	2.093880e-06	2	false	smoothSolver	3.667460e-05	4.354900e-07	2	true	GAMG	4.922560e-04	4.238570e-06	6	true	smoothSolver	5.293990e-06	2.648420e-07	1	true
1561          	smoothSolver	1.136800e-05	8.612780e-07	2	2.636980e-05	2.051850e-06	2	false	smoothSolver	3.603040e-05	4.334750e-07	2	true	GAMG	2.426130e-04	1.226060e-06	6	true	smoothSolver	3.674870e-06	2.440270e-07	1	true
1562          	smoothSolver	1.099590e-05	8.588430e-07	2	2.563420e-05	2.039660e-06	2	false	smoothSolver	3.580030e-05	4.316550e-07	2	true	GAMG	1.470400e-04	8.202960e-07	7	true	smoothSolver	3.516890e-06	2.375120e-07	1	true
1563          	smoothSolver	1.094880e-05	8.567740e-07	2	2.513120e-05	2.030570e-06	2	false	smoothSolver	3.563670e-05	4.298810e-07	2	true	GAMG	2.716730e-04	2.448770e-06	6	true	smoothSolver	3.503890e-06	2.354100e-07	1	true
1564          	smoothSolver	1.088630e-05	8.544210e-07	2	2.536550e-05	2.034780e-06	2	false	smoothSolver	3.549500e-05	4.282000e-07	2	true	GAMG	3.845330e-04	1.945880e-06	6	true	smoothSolver	3.477110e-06	2.368330e-07	1	true
1565          	smoothSolver	1.134420e-05	8.593420e-07	2	2.699090e-05	2.046530e-06	2	false	smoothSolver	3.595530e-05	4.267900e-07	2	true	GAMG	4.914190e-04	4.186640e-06	6	true	smoothSolver	5.230190e-06	2.587700e-07	1	true
1566          	smoothSolver	1.121510e-05	8.484160e-07	2	2.576980e-05	2.004320e-06	2	false	smoothSolver	3.531470e-05	4.248220e-07	2	true	GAMG	2.418530e-04	1.202900e-06	6	true	smoothSolver	3.612070e-06	2.380290e-07	1	true
1567          	smoothSolver	1.084270e-05	8.459610e-07	2	2.503510e-05	1.992170e-06	2	false	smoothSolver	3.508860e-05	4.230590e-07	2	true	GAMG	1.463330e-04	8.018070e-07	7	true	smoothSolver	3.454720e-06	2.315820e-07	1	true
1568          	smoothSolver	1.079520e-05	8.438680e-07	2	2.453660e-05	1.983210e-06	2	false	smoothSolver	3.492890e-05	4.213390e-07	2	true	GAMG	2.709660e-04	2.399330e-06	6	true	smoothSolver	3.442270e-06	2.295390e-07	1	true
1569          	smoothSolver	1.073240e-05	8.414890e-07	2	2.477300e-05	1.987520e-06	2	false	smoothSolver	3.479090e-05	4.197170e-07	2	true	GAMG	3.837650e-04	1.961950e-06	6	true	smoothSolver	3.415950e-06	2.310190e-07	1	true
1570          	smoothSolver	1.119000e-05	8.463940e-07	2	2.639780e-05	1.999280e-06	2	false	smoothSolver	3.525530e-05	4.183660e-07	2	true	GAMG	4.906560e-04	4.207300e-06	6	true	smoothSolver	5.169130e-06	2.530040e-07	1	true
1571          	smoothSolver	1.106070e-05	8.354680e-07	2	2.517920e-05	1.957220e-06	2	false	smoothSolver	3.461860e-05	4.164520e-07	2	true	GAMG	2.411590e-04	1.180810e-06	6	true	smoothSolver	3.551870e-06	2.323130e-07	1	true
1572          	smoothSolver	1.068810e-05	8.329790e-07	2	2.444650e-05	1.945200e-06	2	false	smoothSolver	3.439720e-05	4.147520e-07	2	true	GAMG	1.456620e-04	7.851580e-07	7	true	smoothSolver	3.394980e-06	2.259120e-07	1	true
1573          	smoothSolver	1.064010e-05	8.308630e-07	2	2.395030e-05	1.936440e-06	2	false	smoothSolver	3.424230e-05	4.130970e-07	2	true	GAMG	2.702980e-04	2.352190e-06	6	true	smoothSolver	3.383090e-06	2.239180e-07	1	true
1574          	smoothSolver	1.057690e-05	8.284570e-07	2	2.418630e-05	1.940720e-06	2	false	smoothSolver	3.410920e-05	4.115410e-07	2	true	GAMG	3.830560e-04	1.973080e-06	6	true	smoothSolver	3.357220e-06	2.254420e-07	1	true
1575          	smoothSolver	1.103410e-05	8.333430e-07	2	2.581200e-05	1.952560e-06	2	false	smoothSolver	3.457830e-05	4.102560e-07	2	true	GAMG	4.899430e-04	4.145390e-06	6	true	smoothSolver	5.110570e-06	2.474670e-07	1	true
1576          	smoothSolver	1.090460e-05	8.224000e-07	2	2.459870e-05	1.910770e-06	2	false	smoothSolver	3.394620e-05	4.084060e-07	2	true	GAMG	2.404810e-04	1.158620e-06	6	true	smoothSolver	3.494130e-06	2.268240e-07	1	true
1577          	smoothSolver	1.053160e-05	8.198900e-07	2	2.386920e-05	1.898910e-06	2	false	smoothSolver	3.373010e-05	4.067730e-07	2	true	GAMG	1.450080e-04	7.683360e-07	7	true	smoothSolver	3.337700e-06	2.204680e-07	1	true
1578          	smoothSolver	1.048350e-05	8.177590e-07	2	2.337190e-05	1.890160e-06	2	false	smoothSolver	3.358070e-05	4.051910e-07	2	true	GAMG	2.696140e-04	2.309670e-06	6	true	smoothSolver	3.326350e-06	2.185230e-07	1	true
1579          	smoothSolver	1.042010e-05	8.153370e-07	2	2.360960e-05	1.894580e-06	2	false	smoothSolver	3.345300e-05	4.037060e-07	2	true	GAMG	3.823480e-04	1.987870e-06	6	true	smoothSolver	3.300940e-06	2.200930e-07	1	true
1580          	smoothSolver	1.087710e-05	8.202120e-07	2	2.523770e-05	1.906590e-06	2	false	smoothSolver	3.392740e-05	4.024940e-07	2	true	GAMG	4.892240e-04	4.080800e-06	6	true	smoothSolver	5.054230e-06	2.421540e-07	1	true
1581          	smoothSolver	1.074740e-05	8.092490e-07	2	2.402920e-05	1.865090e-06	2	false	smoothSolver	3.330080e-05	4.007180e-07	2	true	GAMG	2.397920e-04	1.137400e-06	6	true	smoothSolver	3.438580e-06	2.215620e-07	1	true
1582          	smoothSolver	1.037420e-05	8.067250e-07	2	2.330320e-05	1.853510e-06	2	false	smoothSolver	3.309010e-05	3.991540e-07	2	true	GAMG	1.443450e-04	7.544130e-07	7	true	smoothSolver	3.282650e-06	2.152540e-07	1	true
1583          	smoothSolver	1.032580e-05	8.045800e-07	2	2.280670e-05	1.844800e-06	2	false	smoothSolver	3.294680e-05	3.976490e-07	2	true	GAMG	2.689190e-04	2.271490e-06	6	true	smoothSolver	3.271760e-06	2.133530e-07	1	true
1584          	smoothSolver	1.026230e-05	8.021420e-07	2	2.304930e-05	1.849540e-06	2	false	smoothSolver	3.282500e-05	3.962390e-07	2	true	GAMG	3.816430e-04	1.997220e-06	6	true	smoothSolver	3.246700e-06	2.149670e-07	1	true
1585          	smoothSolver	1.071910e-05	8.070050e-07	2	2.467970e-05	1.861740e-06	2	false	smoothSolver	3.330540e-05	3.951060e-07	2	true	GAMG	4.885110e-04	4.017540e-06	6	true	smoothSolver	4.999840e-06	2.370610e-07	1	true
1586          	smoothSolver	1.058900e-05	7.960240e-07	2	2.347380e-05	1.820440e-06	2	false	smoothSolver	3.268470e-05	3.934050e-07	2	true	GAMG	2.391000e-04	2.390010e-06	5	true	smoothSolver	3.384810e-06	2.165120e-07	1	true
1587          	smoothSolver	1.021600e-05	7.935110e-07	2	2.274940e-05	1.808950e-06	2	false	smoothSolver	3.247950e-05	3.919150e-07	2	true	GAMG	1.437710e-04	7.652230e-07	7	true	smoothSolver	3.229440e-06	2.102470e-07	1	true
1588          	smoothSolver	1.016740e-05	7.913310e-07	2	2.225860e-05	1.800580e-06	2	false	smoothSolver	3.234240e-05	3.904860e-07	2	true	GAMG	2.683460e-04	2.222440e-06	6	true	smoothSolver	3.219100e-06	2.083890e-07	1	true
1589          	smoothSolver	1.010330e-05	7.888700e-07	2	2.250650e-05	1.805700e-06	2	false	smoothSolver	3.222690e-05	3.891540e-07	2	true	GAMG	3.810790e-04	1.972090e-06	6	true	smoothSolver	3.194330e-06	2.100370e-07	1	true
1590          	smoothSolver	1.055990e-05	7.937230e-07	2	2.413780e-05	1.818050e-06	2	false	smoothSolver	3.271360e-05	3.881010e-07	2	true	GAMG	4.878970e-04	3.925280e-06	6	true	smoothSolver	4.947540e-06	2.321540e-07	1	true
1591          	smoothSolver	1.042950e-05	7.827300e-07	2	2.293780e-05	1.777160e-06	2	false	smoothSolver	3.209880e-05	3.864770e-07	2	true	GAMG	2.384250e-04	2.346160e-06	5	true	smoothSolver	3.333210e-06	2.116420e-07	1	true
1592          	smoothSolver	1.005630e-05	7.802060e-07	2	2.221740e-05	1.765950e-06	2	false	smoothSolver	3.189960e-05	3.850630e-07	2	true	GAMG	1.430940e-04	7.645820e-07	7	true	smoothSolver	3.178250e-06	2.054150e-07	1	true
1593          	smoothSolver	1.000760e-05	7.780180e-07	2	2.172960e-05	1.757810e-06	2	false	smoothSolver	3.176870e-05	3.837060e-07	2	true	GAMG	2.676990e-04	2.201500e-06	6	true	smoothSolver	3.168310e-06	2.035940e-07	1	true
1594          	smoothSolver	9.943350e-06	7.755450e-07	2	2.198150e-05	1.763220e-06	2	false	smoothSolver	3.165960e-05	3.824530e-07	2	true	GAMG	3.804210e-04	1.994160e-06	6	true	smoothSolver	3.143830e-06	2.052760e-07	1	true
1595          	smoothSolver	1.039970e-05	7.803930e-07	2	2.361740e-05	1.775930e-06	2	false	smoothSolver	3.215260e-05	3.814750e-07	2	true	GAMG	4.872790e-04	3.864150e-06	6	true	smoothSolver	4.896910e-06	2.274190e-07	1	true
1596          	smoothSolver	1.026920e-05	7.693940e-07	2	2.242200e-05	1.735340e-06	2	false	smoothSolver	3.154400e-05	3.799270e-07	2	true	GAMG	2.377850e-04	2.309390e-06	5	true	smoothSolver	3.283370e-06	2.069500e-07	1	true
1597          	smoothSolver	9.895800e-06	7.668580e-07	2	2.170710e-05	1.724540e-06	2	false	smoothSolver	3.135090e-05	3.785860e-07	2	true	GAMG	1.424770e-04	1.423740e-06	6	true	smoothSolver	3.128610e-06	2.007560e-07	1	true
1598          	smoothSolver	9.847210e-06	7.646710e-07	2	2.122120e-05	1.716570e-06	2	false	smoothSolver	3.122570e-05	3.773010e-07	2	true	GAMG	2.670750e-04	2.188320e-06	6	true	smoothSolver	3.119240e-06	1.989640e-07	1	true
1599          	smoothSolver	9.782360e-06	7.621810e-07	2	2.148090e-05	1.722610e-06	2	false	smoothSolver	3.112290e-05	3.761200e-07	2	true	GAMG	3.798370e-04	1.995230e-06	6	true	smoothSolver	3.095040e-06	2.006780e-07	1	true
1600          	smoothSolver	1.023850e-05	7.670210e-07	2	2.312280e-05	1.735760e-06	2	false	smoothSolver	3.162190e-05	3.752130e-07	2	true	GAMG	4.866440e-04	3.790390e-06	6	true	smoothSolver	4.847900e-06	2.228460e-07	1	true
1601          	smoothSolver	1.010760e-05	7.559980e-07	2	2.193200e-05	1.695570e-06	2	false	smoothSolver	3.101950e-05	3.737390e-07	2	true	GAMG	2.372020e-04	2.282980e-06	5	true	smoothSolver	3.235030e-06	2.024130e-07	1	true
1602          	smoothSolver	9.734000e-06	7.534510e-07	2	2.122240e-05	1.685160e-06	2	false	smoothSolver	3.083210e-05	3.724670e-07	2	true	GAMG	1.419130e-04	1.402380e-06	6	true	smoothSolver	3.080680e-06	1.962550e-07	1	true
1603          	smoothSolver	9.685300e-06	7.512600e-07	2	2.074060e-05	1.677430e-06	2	false	smoothSolver	3.071230e-05	3.712470e-07	2	true	GAMG	2.664970e-04	2.165090e-06	6	true	smoothSolver	3.071640e-06	1.944980e-07	1	true
1604          	smoothSolver	9.620470e-06	7.487750e-07	2	2.100540e-05	1.683810e-06	2	false	smoothSolver	3.061550e-05	3.701310e-07	2	true	GAMG	3.792460e-04	2.014260e-06	6	true	smoothSolver	3.047730e-06	1.962420e-07	1	true
1605          	smoothSolver	1.007650e-05	7.536110e-07	2	2.265040e-05	1.697280e-06	2	false	smoothSolver	3.112030e-05	3.692910e-07	2	true	GAMG	4.861220e-04	3.746700e-06	6	true	smoothSolver	4.800430e-06	2.184300e-07	1	true
